claim_id,client_id,region,claim_type,policy_type,declaration_date,expertise_date,closure_date,status,estimated_damage,paid_amount,expert_assigned,fraud_flag
CLM_1272,CUST_1901,Hauts-de-France,Dégât des eaux,Auto,2023-08-22,2023-09-07,2023-10-06,Clos,1851.66,1695.56,Expert_9,0
CLM_1273,CUST_3925,Nouvelle-Aquitaine,Bris de glace,Auto,2023-03-22,2023-04-09,,Ouvert,1273.14,952.85,Expert_9,0
CLM_1274,CUST_3582,Occitanie,Dégât des eaux,Auto,2023-06-29,2023-06-30,2023-07-14,Clos,4211.26,3330.17,Expert_13,0
CLM_1275,CUST_4873,PACA,Dégât des eaux,Habitation,2023-04-08,2023-04-16,2023-05-03,Clos,692.31,555.46,Expert_14,0
CLM_1276,CUST_2345,Occitanie,Dégât des eaux,Professionnelle,2023-10-16,2023-10-30,2023-11-20,Clos,1756.73,1379.84,Expert_6,0
CLM_1277,CUST_3871,PACA,Vol,Auto,2023-10-22,2023-11-08,2023-11-30,Clos,3155.57,2218.87,Expert_5,1
CLM_1278,CUST_2855,PACA,Catastrophe naturelle,Habitation,2023-12-29,2024-01-13,2024-01-30,Clos,2877.04,2736.63,Expert_12,0
CLM_1279,CUST_4742,Occitanie,Bris de glace,Auto,2023-03-12,2023-03-30,2023-05-14,Clos,991.27,879.81,Expert_7,0
CLM_1280,CUST_3835,Hauts-de-France,Dégât des eaux,Professionnelle,2023-12-10,2023-12-17,2024-01-16,Clos,2196.85,2140.85,Expert_2,0
CLM_1281,CUST_3775,Nouvelle-Aquitaine,Incendie,Habitation,2023-03-19,2023-04-06,2023-05-07,Clos,2783.53,2096.63,Expert_6,0
CLM_1282,CUST_2489,Hauts-de-France,Bris de glace,Habitation,2023-03-13,2023-03-29,2023-05-26,Clos,2791.76,2709.18,Expert_15,0
CLM_1283,CUST_3072,PACA,Catastrophe naturelle,Habitation,2023-05-20,2023-06-08,,Ouvert,1615.8,1327.19,Expert_14,0
CLM_1284,CUST_1689,Île-de-France,Vol,Habitation,2023-09-13,2023-10-02,2023-10-15,Clos,2541.18,1963.63,Expert_4,0
CLM_1285,CUST_2987,Île-de-France,Dégât des eaux,Auto,2023-03-16,2023-03-24,2023-05-05,Clos,4721.28,3854.31,Expert_1,0
CLM_1286,CUST_1367,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-10-18,2023-11-06,2023-12-27,Clos,5487.61,4122.12,Expert_3,0
CLM_1287,CUST_3674,Nouvelle-Aquitaine,Vol,Auto,2023-03-06,2023-03-10,2023-05-03,Clos,2028.85,1856.86,Expert_4,0
CLM_1288,CUST_4240,Occitanie,Dégât des eaux,Professionnelle,2023-11-02,2023-11-21,2024-01-07,Clos,3288.52,2603.29,Expert_1,0
CLM_1289,CUST_2494,Hauts-de-France,Catastrophe naturelle,Auto,2023-03-13,2023-03-24,,En recours,2961.64,2178.57,Expert_13,0
CLM_1290,CUST_4428,PACA,Catastrophe naturelle,Habitation,2023-06-06,2023-06-12,2023-07-23,Clos,2620.32,2388.72,Expert_12,0
CLM_1291,CUST_4796,Occitanie,Catastrophe naturelle,Auto,2023-06-22,2023-06-30,2023-07-26,Clos,1704.74,1503.87,Expert_8,0
CLM_1292,CUST_1764,Occitanie,Dégât des eaux,Habitation,2023-10-20,2023-10-28,2023-11-28,Clos,9875.68,8251.35,Expert_4,1
CLM_1293,CUST_2182,Nouvelle-Aquitaine,Incendie,Auto,2023-05-26,2023-05-27,2023-06-25,Clos,3247.79,2736.78,Expert_7,0
CLM_1294,CUST_4863,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-09-22,2023-10-02,2023-11-12,Clos,425.74,405.19,Expert_1,0
CLM_1295,CUST_1592,Nouvelle-Aquitaine,Vol,Habitation,2023-09-02,2023-09-14,2023-10-30,Clos,2967.18,2873.29,Expert_13,0
CLM_1296,CUST_4307,Île-de-France,Dégât des eaux,Habitation,2023-12-22,2024-01-04,2024-01-15,Clos,3795.38,3469.11,Expert_9,0
CLM_1297,CUST_1872,Île-de-France,Vol,Professionnelle,2023-07-10,2023-07-15,,Ouvert,2211.16,1953.5,Expert_9,0
CLM_1298,CUST_3742,Nouvelle-Aquitaine,Vol,Professionnelle,2023-06-04,2023-06-21,,En recours,1657.43,1558.19,Expert_7,0
CLM_1299,CUST_3693,Hauts-de-France,Bris de glace,Auto,2023-12-03,2023-12-16,2024-01-22,Clos,2180.62,1931.44,Expert_6,0
CLM_1300,CUST_1219,Hauts-de-France,Bris de glace,Professionnelle,2023-09-24,2023-10-07,2023-10-23,Clos,1088.92,1030.42,Expert_5,0
CLM_1301,CUST_2931,Occitanie,Dégât des eaux,Auto,2023-04-12,2023-04-19,2023-05-08,Clos,4617.76,3558.94,Expert_12,0
CLM_1302,CUST_2761,Hauts-de-France,Catastrophe naturelle,Auto,2023-03-23,2023-04-01,2023-05-24,Clos,1078.56,772.32,Expert_13,0
CLM_1303,CUST_4673,PACA,Dégât des eaux,Professionnelle,2023-04-18,2023-04-19,,En recours,6089.2,5034.21,Expert_13,0
CLM_1304,CUST_1652,Occitanie,Vol,Habitation,2023-12-12,2023-12-13,2024-01-18,Clos,1891.42,1636.5,Expert_10,0
CLM_1305,CUST_2957,PACA,Incendie,Auto,2023-10-13,2023-10-15,,Ouvert,3518.38,2903.07,Expert_3,0
CLM_1306,CUST_4149,Occitanie,Dégât des eaux,Professionnelle,2023-11-10,2023-11-19,,Ouvert,1587.17,1505.99,Expert_12,1
CLM_1307,CUST_4608,PACA,Bris de glace,Auto,2023-12-12,2023-12-20,2024-01-07,Clos,15283.59,12003.76,Expert_15,0
CLM_1308,CUST_1925,PACA,Dégât des eaux,Auto,2023-05-11,2023-05-16,,Ouvert,1236.4,1150.87,Expert_15,0
CLM_1309,CUST_4471,Hauts-de-France,Vol,Auto,2023-04-30,2023-05-19,2023-07-01,Clos,1574.52,1313.81,Expert_14,0
CLM_1310,CUST_1525,Occitanie,Bris de glace,Professionnelle,2023-05-04,2023-05-05,2023-05-15,Clos,6000.73,5037.22,Expert_12,1
CLM_1311,CUST_3900,Hauts-de-France,Incendie,Habitation,2023-07-13,2023-07-17,,Ouvert,3376.95,2714.83,Expert_7,0
CLM_1312,CUST_4563,Île-de-France,Dégât des eaux,Professionnelle,2023-12-07,2023-12-19,2024-01-24,Clos,4728.41,4015.1,Expert_4,0
CLM_1313,CUST_1503,Hauts-de-France,Vol,Professionnelle,2023-08-14,2023-08-24,2023-10-18,Clos,9669.33,8195.18,Expert_5,0
CLM_1314,CUST_3350,Nouvelle-Aquitaine,Incendie,Auto,2023-08-29,2023-08-31,2023-09-15,Clos,2657.43,2074.87,Expert_8,0
CLM_1315,CUST_4225,Nouvelle-Aquitaine,Incendie,Habitation,2023-06-18,2023-07-03,2023-08-15,Clos,1396.6,1370.62,Expert_11,0
CLM_1316,CUST_2373,Île-de-France,Incendie,Professionnelle,2023-01-23,2023-02-07,2023-03-19,Clos,4229.21,3198.23,Expert_6,0
CLM_1317,CUST_1335,Nouvelle-Aquitaine,Vol,Auto,2023-11-05,2023-11-14,,Ouvert,5783.71,4701.67,Expert_6,0
CLM_1318,CUST_2561,PACA,Bris de glace,Habitation,2023-06-02,2023-06-16,2023-07-01,Clos,1274.24,1144.26,Expert_3,0
CLM_1319,CUST_3520,Hauts-de-France,Catastrophe naturelle,Auto,2023-10-19,2023-10-26,2023-11-15,Clos,2868.72,2140.65,Expert_1,0
CLM_1320,CUST_4494,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-04-30,2023-05-14,2023-06-28,Clos,3941.42,2760.2,Expert_5,0
CLM_1321,CUST_1932,Occitanie,Bris de glace,Professionnelle,2023-12-11,2023-12-21,2024-01-24,Clos,1004.85,878.7,Expert_12,0
CLM_1322,CUST_1743,PACA,Bris de glace,Habitation,2023-05-22,2023-05-27,,En recours,1101.73,943.15,Expert_9,0
CLM_1323,CUST_4152,Nouvelle-Aquitaine,Bris de glace,Auto,2023-06-10,2023-06-17,2023-07-10,Clos,4586.34,3392.35,Expert_11,0
CLM_1324,CUST_3951,PACA,Catastrophe naturelle,Habitation,2023-06-05,2023-06-24,2023-07-25,Clos,1196.56,867.15,Expert_10,0
CLM_1325,CUST_4727,Occitanie,Catastrophe naturelle,Habitation,2023-06-19,2023-07-01,,Ouvert,4515.56,3352.13,Expert_9,0
CLM_1326,CUST_1754,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-12-23,2023-12-26,2024-01-26,Clos,2715.84,2143.92,Expert_9,0
CLM_1327,CUST_2908,Hauts-de-France,Dégât des eaux,Professionnelle,2023-11-06,2023-11-15,,Ouvert,765.51,711.9,Expert_8,0
CLM_1328,CUST_1793,Nouvelle-Aquitaine,Vol,Professionnelle,2023-07-27,2023-08-13,,Ouvert,8717.73,7724.64,Expert_13,0
CLM_1329,CUST_3513,Hauts-de-France,Dégât des eaux,Auto,2023-01-28,2023-02-05,2023-02-24,Clos,1269.91,1221.74,Expert_4,0
CLM_1330,CUST_1796,Île-de-France,Incendie,Auto,2023-04-09,2023-04-12,2023-04-28,Clos,4101.66,3577.4,Expert_6,0
CLM_1331,CUST_2189,Nouvelle-Aquitaine,Bris de glace,Auto,2023-04-22,2023-04-28,2023-05-23,Clos,3368.55,2449.25,Expert_1,0
CLM_1332,CUST_2781,PACA,Dégât des eaux,Habitation,2023-05-20,2023-05-31,,Ouvert,4573.91,3763.6,Expert_8,1
CLM_1333,CUST_2446,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-12-05,2023-12-18,2024-02-15,Clos,4304.79,3532.38,Expert_14,0
CLM_1334,CUST_4967,Île-de-France,Dégât des eaux,Auto,2023-12-22,2024-01-03,2024-03-02,Clos,2202.65,2007.79,Expert_2,0
CLM_1335,CUST_2812,Occitanie,Catastrophe naturelle,Professionnelle,2023-10-05,2023-10-21,2023-11-26,Clos,2057.64,1962.22,Expert_4,0
CLM_1336,CUST_2068,Île-de-France,Catastrophe naturelle,Habitation,2023-11-08,2023-11-22,2024-01-08,Clos,2799.32,2791.6,Expert_12,0
CLM_1337,CUST_3309,PACA,Vol,Habitation,2023-10-20,2023-10-30,2023-12-17,Clos,2182.81,2114.48,Expert_14,0
CLM_1338,CUST_4329,Hauts-de-France,Catastrophe naturelle,Habitation,2023-03-09,2023-03-28,2023-05-08,Clos,569.79,518.54,Expert_7,0
CLM_1339,CUST_2998,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-02-27,2023-03-03,,En recours,1569.46,1196.74,Expert_6,0
CLM_1340,CUST_2370,Occitanie,Dégât des eaux,Professionnelle,2023-02-01,2023-02-03,,Ouvert,4613.49,4431.84,Expert_6,0
CLM_1341,CUST_4601,Hauts-de-France,Incendie,Professionnelle,2023-04-11,2023-04-16,,En recours,3244.7,2657.93,Expert_15,0
CLM_1342,CUST_4595,Occitanie,Incendie,Habitation,2023-12-11,2023-12-14,2023-12-22,Clos,1832.75,1449.73,Expert_1,0
CLM_1343,CUST_2371,PACA,Catastrophe naturelle,Professionnelle,2023-07-29,2023-08-12,2023-10-02,Clos,2614.79,2002.83,Expert_4,0
CLM_1344,CUST_3191,Île-de-France,Vol,Auto,2023-09-06,2023-09-15,2023-11-12,Clos,4423.25,3855.13,Expert_2,0
CLM_1345,CUST_2953,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-01-28,2023-02-15,2023-03-13,Clos,4462.61,4258.68,Expert_7,1
CLM_1346,CUST_2404,PACA,Bris de glace,Auto,2023-06-16,2023-06-26,2023-08-16,Clos,2484.41,1873.85,Expert_4,0
CLM_1347,CUST_2562,Nouvelle-Aquitaine,Bris de glace,Auto,2023-08-06,2023-08-20,,Ouvert,4894.87,4498.74,Expert_8,0
CLM_1348,CUST_4667,PACA,Bris de glace,Habitation,2023-03-12,2023-03-28,2023-04-11,Clos,4439.43,4318.08,Expert_1,0
CLM_1349,CUST_3694,Hauts-de-France,Catastrophe naturelle,Habitation,2023-07-18,2023-07-29,2023-09-11,Clos,1002.24,964.67,Expert_4,0
CLM_1350,CUST_2681,PACA,Vol,Habitation,2023-10-08,2023-10-17,2023-11-03,Clos,4477.77,3534.54,Expert_10,0
CLM_1351,CUST_3827,Occitanie,Incendie,Habitation,2023-08-04,2023-08-14,,Ouvert,1124.18,852.02,Expert_1,0
CLM_1352,CUST_1430,Occitanie,Vol,Auto,2023-08-12,2023-08-26,2023-09-24,Clos,2169.76,1731.25,Expert_12,0
CLM_1353,CUST_3840,Occitanie,Incendie,Professionnelle,2023-12-13,2023-12-22,2024-02-02,Clos,1518.98,1472.45,Expert_14,0
CLM_1354,CUST_3263,PACA,Catastrophe naturelle,Habitation,2023-08-16,2023-08-20,2023-10-10,Clos,3557.14,2591.24,Expert_10,1
CLM_1355,CUST_4963,PACA,Incendie,Habitation,2023-10-17,2023-10-25,,Ouvert,2230.96,1986.0,Expert_2,0
CLM_1356,CUST_4034,Nouvelle-Aquitaine,Vol,Professionnelle,2023-10-26,2023-11-13,2023-12-12,Clos,2388.95,1776.26,Expert_6,0
CLM_1357,CUST_4515,Île-de-France,Dégât des eaux,Habitation,2023-12-06,2023-12-07,2024-01-22,Clos,5483.91,3968.92,Expert_15,0
CLM_1358,CUST_1912,PACA,Bris de glace,Habitation,2023-12-25,2024-01-10,2024-02-24,Clos,432.68,344.59,Expert_1,0
CLM_1359,CUST_2127,PACA,Catastrophe naturelle,Auto,2023-10-13,2023-10-27,2023-11-19,Clos,2722.01,2485.11,Expert_14,0
CLM_1360,CUST_2784,Nouvelle-Aquitaine,Vol,Professionnelle,2023-07-11,2023-07-24,2023-09-15,Clos,3686.88,2971.86,Expert_15,0
CLM_1361,CUST_4260,PACA,Catastrophe naturelle,Habitation,2023-08-28,2023-09-02,2023-10-13,Clos,5648.14,5459.63,Expert_4,0
CLM_1362,CUST_1083,Hauts-de-France,Dégât des eaux,Habitation,2023-09-29,2023-10-12,2023-11-29,Clos,4539.96,4161.92,Expert_12,0
CLM_1363,CUST_4712,PACA,Bris de glace,Professionnelle,2023-02-28,2023-03-10,,Ouvert,2509.52,2082.84,Expert_12,0
CLM_1364,CUST_4231,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-09-02,2023-09-12,2023-09-17,Clos,849.13,772.51,Expert_14,0
CLM_1365,CUST_2359,Île-de-France,Bris de glace,Habitation,2023-08-28,2023-09-08,2023-09-22,Clos,4421.8,3967.97,Expert_13,0
CLM_1366,CUST_1482,Nouvelle-Aquitaine,Incendie,Professionnelle,2023-11-19,2023-11-21,2024-01-16,Clos,5841.42,5549.13,Expert_13,0
CLM_1367,CUST_1531,PACA,Incendie,Auto,2023-08-11,2023-08-24,2023-10-20,Clos,4142.18,3433.55,Expert_8,0
CLM_1368,CUST_4198,Hauts-de-France,Incendie,Habitation,2023-05-02,2023-05-11,,En recours,2699.27,2038.69,Expert_8,0
CLM_1369,CUST_2669,Hauts-de-France,Incendie,Professionnelle,2023-01-03,2023-01-08,2023-03-06,Clos,9449.66,8873.2,Expert_4,0
CLM_1370,CUST_3639,PACA,Incendie,Auto,2023-08-01,2023-08-16,2023-10-11,Clos,2311.03,1980.11,Expert_2,0
CLM_1371,CUST_2549,Nouvelle-Aquitaine,Vol,Professionnelle,2023-09-20,2023-09-27,2023-11-20,Clos,1695.51,1684.88,Expert_7,0
CLM_1372,CUST_4600,Occitanie,Bris de glace,Professionnelle,2023-08-20,2023-08-25,,En recours,7718.11,7287.6,Expert_1,0
CLM_1373,CUST_4149,Nouvelle-Aquitaine,Bris de glace,Habitation,2023-07-23,2023-08-09,,Ouvert,3551.14,3518.68,Expert_10,0
CLM_1374,CUST_2106,PACA,Incendie,Professionnelle,2023-02-25,2023-03-13,2023-05-06,Clos,2852.2,2236.88,Expert_2,0
CLM_1375,CUST_1947,Île-de-France,Incendie,Habitation,2023-04-19,2023-05-01,2023-06-09,Clos,1483.81,1453.62,Expert_4,0
CLM_1376,CUST_1188,Nouvelle-Aquitaine,Dégât des eaux,Professionnelle,2023-10-21,2023-11-06,2023-11-30,Clos,8434.75,6624.34,Expert_12,0
CLM_1377,CUST_3377,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-06-07,2023-06-09,2023-07-13,Clos,2772.42,2341.2,Expert_1,0
CLM_1378,CUST_4076,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-12-04,2023-12-23,2024-01-03,Clos,2804.29,2627.51,Expert_7,0
CLM_1379,CUST_2677,Occitanie,Dégât des eaux,Professionnelle,2023-10-24,2023-11-05,2023-12-02,Clos,295.86,281.86,Expert_5,0
CLM_1380,CUST_4819,Occitanie,Catastrophe naturelle,Auto,2023-07-07,2023-07-15,2023-08-13,Clos,10948.63,10018.43,Expert_13,0
CLM_1381,CUST_2468,Île-de-France,Incendie,Habitation,2023-11-29,2023-12-16,,Ouvert,2294.98,1895.85,Expert_7,0
CLM_1382,CUST_3604,Île-de-France,Bris de glace,Professionnelle,2023-02-24,2023-02-27,2023-03-11,Clos,7716.72,6770.87,Expert_9,0
CLM_1383,CUST_1910,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-10-25,2023-11-08,,En recours,905.4,818.52,Expert_15,0
CLM_1384,CUST_1330,Nouvelle-Aquitaine,Vol,Professionnelle,2023-08-23,2023-09-03,2023-10-08,Clos,851.95,793.56,Expert_3,0
CLM_1385,CUST_1638,Nouvelle-Aquitaine,Catastrophe naturelle,Auto,2023-12-14,2023-12-15,2023-12-24,Clos,3611.26,2869.2,Expert_15,0
CLM_1386,CUST_1466,Occitanie,Dégât des eaux,Professionnelle,2023-03-16,2023-04-03,,En recours,7821.31,5931.57,Expert_12,0
CLM_1387,CUST_3297,Île-de-France,Vol,Professionnelle,2023-04-06,2023-04-20,2023-06-15,Clos,5467.4,5071.74,Expert_8,0
CLM_1388,CUST_1626,Occitanie,Vol,Habitation,2023-04-05,2023-04-13,,Ouvert,984.5,857.9,Expert_10,0
CLM_1389,CUST_2830,PACA,Bris de glace,Professionnelle,2023-12-13,2023-12-21,2024-01-03,Clos,3250.97,3012.1,Expert_4,0
CLM_1390,CUST_4593,Nouvelle-Aquitaine,Vol,Auto,2023-05-14,2023-06-02,2023-07-04,Clos,826.35,703.88,Expert_11,0
CLM_1391,CUST_1540,Nouvelle-Aquitaine,Dégât des eaux,Auto,2023-04-17,2023-04-20,2023-04-27,Clos,3573.77,3001.58,Expert_1,0
CLM_1392,CUST_3299,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-12-18,2023-12-28,,En recours,1902.78,1733.12,Expert_14,0
CLM_1393,CUST_4692,PACA,Incendie,Auto,2023-12-07,2023-12-09,2023-12-17,Clos,2304.31,1623.72,Expert_4,0
CLM_1394,CUST_2491,Île-de-France,Vol,Auto,2023-10-09,2023-10-21,2023-11-06,Clos,840.0,826.19,Expert_14,0
CLM_1395,CUST_1320,PACA,Vol,Habitation,2023-08-24,2023-08-30,2023-10-15,Clos,3531.77,2862.54,Expert_1,0
CLM_1396,CUST_2918,Nouvelle-Aquitaine,Dégât des eaux,Professionnelle,2023-12-01,2023-12-09,,Ouvert,2946.3,2180.3,Expert_6,0
CLM_1397,CUST_4825,Île-de-France,Dégât des eaux,Auto,2023-11-26,2023-11-30,2024-01-06,Clos,4863.35,4660.92,Expert_6,0
CLM_1398,CUST_4289,Occitanie,Catastrophe naturelle,Auto,2023-06-02,2023-06-08,2023-06-14,Clos,4450.64,3472.84,Expert_12,0
CLM_1399,CUST_4980,Hauts-de-France,Catastrophe naturelle,Professionnelle,2023-08-14,2023-08-28,,En recours,130.29,96.34,Expert_11,0
CLM_1400,CUST_1530,Hauts-de-France,Bris de glace,Auto,2023-07-26,2023-08-09,,Ouvert,4454.77,3706.33,Expert_5,0
CLM_1401,CUST_4773,PACA,Bris de glace,Habitation,2023-01-23,2023-01-31,,Ouvert,2312.57,1837.0,Expert_2,0
CLM_1402,CUST_1482,Hauts-de-France,Vol,Professionnelle,2023-06-28,2023-07-02,,En recours,2008.69,1433.83,Expert_5,0
CLM_1403,CUST_1964,Nouvelle-Aquitaine,Vol,Auto,2023-07-26,2023-07-29,2023-08-13,Clos,361.81,322.91,Expert_12,0
CLM_1404,CUST_4959,Occitanie,Incendie,Professionnelle,2023-05-20,2023-06-01,,En recours,3096.49,2542.15,Expert_5,0
CLM_1405,CUST_3745,Nouvelle-Aquitaine,Vol,Auto,2023-12-22,2024-01-06,2024-01-22,Clos,6431.4,5895.91,Expert_5,0
CLM_1406,CUST_1005,Île-de-France,Catastrophe naturelle,Habitation,2023-03-19,2023-03-25,2023-03-30,Clos,668.92,526.07,Expert_12,0
CLM_1407,CUST_3175,Occitanie,Catastrophe naturelle,Professionnelle,2023-07-10,2023-07-12,2023-08-11,Clos,3124.54,2906.15,Expert_14,0
CLM_1408,CUST_3438,Nouvelle-Aquitaine,Vol,Auto,2023-03-19,2023-03-24,,Ouvert,3942.97,3315.19,Expert_5,0
CLM_1409,CUST_1753,Occitanie,Catastrophe naturelle,Professionnelle,2023-04-15,2023-05-01,,Ouvert,1730.46,1533.9,Expert_5,0
CLM_1410,CUST_2225,Île-de-France,Vol,Auto,2023-10-28,2023-11-01,2023-12-24,Clos,7097.72,6202.23,Expert_2,0
CLM_1411,CUST_2206,PACA,Incendie,Habitation,2023-06-17,2023-06-23,2023-07-19,Clos,624.03,554.0,Expert_4,0
CLM_1412,CUST_1892,Nouvelle-Aquitaine,Incendie,Professionnelle,2023-11-28,2023-12-08,,En recours,3404.04,2949.1,Expert_14,0
CLM_1413,CUST_1366,PACA,Dégât des eaux,Habitation,2023-07-20,2023-08-04,,En recours,3560.72,3116.16,Expert_3,0
CLM_1414,CUST_3094,Occitanie,Vol,Professionnelle,2023-06-07,2023-06-16,2023-08-03,Clos,3054.56,2195.81,Expert_10,0
CLM_1415,CUST_1429,Nouvelle-Aquitaine,Vol,Professionnelle,2023-08-16,2023-08-27,,Ouvert,4132.89,3376.11,Expert_9,0
CLM_1416,CUST_4467,Île-de-France,Dégât des eaux,Professionnelle,2023-03-10,2023-03-16,,En recours,2463.15,1812.8,Expert_7,0
CLM_1417,CUST_1381,Occitanie,Catastrophe naturelle,Habitation,2023-10-03,2023-10-21,2023-11-28,Clos,4305.02,3087.0,Expert_13,0
CLM_1418,CUST_4126,Nouvelle-Aquitaine,Vol,Auto,2023-08-11,2023-08-14,2023-09-04,Clos,1626.93,1188.6,Expert_6,0
CLM_1419,CUST_1750,Île-de-France,Incendie,Auto,2023-09-11,2023-09-24,2023-10-06,Clos,6280.84,4604.96,Expert_3,0
CLM_1420,CUST_4611,Hauts-de-France,Catastrophe naturelle,Auto,2023-12-23,2024-01-03,,Ouvert,1993.49,1562.56,Expert_10,0
CLM_1421,CUST_1244,Hauts-de-France,Bris de glace,Professionnelle,2023-07-30,2023-08-12,,Ouvert,217.65,208.0,Expert_5,0
CLM_1422,CUST_3951,Hauts-de-France,Incendie,Habitation,2023-07-28,2023-08-04,,Ouvert,1847.78,1609.55,Expert_5,0
CLM_1423,CUST_4661,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-03-10,2023-03-29,2023-04-10,Clos,4616.95,4238.45,Expert_1,0
CLM_1424,CUST_1758,Occitanie,Dégât des eaux,Habitation,2023-04-11,2023-04-27,2023-05-31,Clos,543.44,504.16,Expert_14,0
CLM_1425,CUST_4987,PACA,Dégât des eaux,Habitation,2023-09-04,2023-09-17,2023-11-15,Clos,3474.58,3092.79,Expert_12,0
CLM_1426,CUST_2908,Occitanie,Incendie,Professionnelle,2023-12-04,2023-12-22,2024-01-10,Clos,1229.97,944.22,Expert_14,0
CLM_1427,CUST_3381,Hauts-de-France,Dégât des eaux,Auto,2023-10-26,2023-11-13,2023-12-10,Clos,1193.09,945.69,Expert_4,0
CLM_1428,CUST_2584,PACA,Bris de glace,Habitation,2023-02-01,2023-02-05,2023-02-11,Clos,941.21,841.01,Expert_14,0
CLM_1429,CUST_2058,Nouvelle-Aquitaine,Incendie,Professionnelle,2023-05-16,2023-05-30,,Ouvert,3937.31,2825.29,Expert_1,0
CLM_1430,CUST_1703,Île-de-France,Vol,Auto,2023-04-23,2023-05-08,2023-07-04,Clos,4416.67,4114.77,Expert_10,0
CLM_1431,CUST_3944,PACA,Catastrophe naturelle,Auto,2023-12-23,2024-01-01,,Ouvert,4737.9,4405.47,Expert_5,0
CLM_1432,CUST_4422,PACA,Incendie,Habitation,2023-04-22,2023-04-26,2023-06-02,Clos,6320.46,5497.19,Expert_12,0
CLM_1433,CUST_2053,Nouvelle-Aquitaine,Catastrophe naturelle,Habitation,2023-06-04,2023-06-20,,En recours,1805.01,1460.15,Expert_7,1
CLM_1434,CUST_1443,PACA,Incendie,Habitation,2023-01-09,2023-01-14,2023-01-19,Clos,893.05,883.49,Expert_13,0
CLM_1435,CUST_3837,Île-de-France,Incendie,Auto,2023-08-03,2023-08-18,,Ouvert,2773.95,2581.87,Expert_1,0
CLM_1436,CUST_2671,Île-de-France,Vol,Habitation,2023-12-01,2023-12-04,2024-01-24,Clos,2971.42,2577.32,Expert_11,0
CLM_1437,CUST_3827,PACA,Bris de glace,Habitation,2023-02-19,2023-03-07,,Ouvert,2298.23,1796.76,Expert_13,0
CLM_1438,CUST_3105,Occitanie,Vol,Habitation,2023-04-26,2023-05-14,2023-07-01,Clos,1364.05,1083.09,Expert_9,0
CLM_1439,CUST_4529,PACA,Bris de glace,Auto,2023-02-22,2023-02-23,2023-03-23,Clos,4576.12,4549.83,Expert_6,0
CLM_1440,CUST_1380,Île-de-France,Incendie,Habitation,2023-04-05,2023-04-18,2023-05-14,Clos,476.09,351.36,Expert_14,0
CLM_1441,CUST_1253,Île-de-France,Dégât des eaux,Auto,2023-04-19,2023-04-27,2023-06-09,Clos,5037.99,4795.51,Expert_13,0
CLM_1442,CUST_4496,Hauts-de-France,Dégât des eaux,Auto,2023-11-25,2023-12-02,2024-01-16,Clos,2262.4,1664.88,Expert_9,0
CLM_1443,CUST_2545,Île-de-France,Catastrophe naturelle,Habitation,2023-07-12,2023-07-29,,Ouvert,3520.78,3265.02,Expert_9,0
CLM_1444,CUST_4322,Occitanie,Incendie,Auto,2023-10-16,2023-10-30,2023-12-25,Clos,2107.82,1525.82,Expert_12,0
CLM_1445,CUST_4503,Île-de-France,Vol,Professionnelle,2023-11-20,2023-11-25,2023-12-19,Clos,1959.91,1745.2,Expert_3,0
CLM_1446,CUST_4436,Nouvelle-Aquitaine,Bris de glace,Professionnelle,2023-02-06,2023-02-25,,Ouvert,3019.97,2516.17,Expert_13,0
CLM_1447,CUST_4651,Île-de-France,Bris de glace,Auto,2023-07-18,2023-07-21,,En recours,2099.63,1485.47,Expert_4,0
CLM_1448,CUST_2112,PACA,Vol,Auto,2023-07-11,2023-07-25,2023-09-11,Clos,3000.96,2883.33,Expert_1,0
CLM_1449,CUST_3163,PACA,Vol,Auto,2023-02-01,2023-02-10,,Ouvert,2307.44,2090.34,Expert_9,0
CLM_1450,CUST_1155,PACA,Bris de glace,Professionnelle,2023-08-08,2023-08-17,,En recours,2573.43,1973.54,Expert_10,0
CLM_1451,CUST_1307,Nouvelle-Aquitaine,Catastrophe naturelle,Professionnelle,2023-04-12,2023-04-25,2023-05-16,Clos,506.94,442.57,Expert_9,0
CLM_1452,CUST_1111,Hauts-de-France,Dégât des eaux,Professionnelle,2023-08-10,2023-08-23,2023-09-16,Clos,6638.28,6519.43,Expert_7,0
CLM_1453,CUST_4434,PACA,Incendie,Habitation,2023-06-20,2023-06-30,2023-08-14,Clos,1438.66,1123.91,Expert_15,1
CLM_1454,CUST_2000,PACA,Bris de glace,Habitation,2023-05-23,2023-05-27,2023-07-17,Clos,2635.21,2509.14,Expert_8,0
